text,label,type,language,tactic
"hey fletcher , haven ' t seen you around for a while . how are things going ?
you ' d never believe what the transformation i ' ve had !
i lost over 8 kg within a month , and i feel sooo much
better . i feel clean , lean and mean ! : ) i have to share
this with you ! the food that we ' ve been eating is not
good for the digestive system . well , after trying the
' jaya ' method , my system is much cleaner and efficient .
i feel great !
it ' s 100 % natural and for a limited time , they ' re
having a ' jaya challenge ' where you get 1 month supply
at the company ' s expense for free ! old
?ddon _ txt _ body
regards ,
fletcher",0,enron_ham,en,
"Attention user jose:  Your mailbox is too old series You decline an upgrade mail after several requests. Before our latest upgrade, your mailbox is the fifth series is out of date, delete all the old series mailboxes from our servers. Kindly upgrade to the latest high-level series   E-mail jose@monkey.org upgrade",1,nazario_real_phishing,en,
"Your email ( jose@monkey.org ) is almost full.  Current size       1989MB	  2000MB  Maximum size Your mailbox is running out of data storage and it might be close kindly to add more MB to your mailbox.            Upgrade Now    If don't upgrade your mail box, you will not receive more emails frequently  You will be finding it hard receiving emails.  Your account might be closed  Your important mail will be wiped away   Note: Upgrade if free of charge, you are not charge any service fee.  Copyright ? 2015 Email Administrator. All rights reserved. ********************************************************************************************************************** CONFIDENTIALITY. This e-mail and any attachments are confidential and may also be privileged. If you are not the named recipient, please notify the sender immediately and do not disclose the contents to another person, use it for any purpose, or store or copy the information in any medium. Any views expressed in this message are those of the individual sender, except where the sender specifically states them to be the views of JK Technosoft Ltd. If you have received this e-mail in error please immediately notify the person who has sent this email to you with copy to administrator@emailserver.com ********************************************************************************************************************** Untitled Document Your email ( jose@monkey.org ) is almost full. Current size 1989MB 2000MB Maximum sizeYour mailbox is running out of data storage and it might be close kindly to add more MB to your mailbox. Upgrade Now If don't upgrade your mail box, you will not receive more emails frequently  You will be finding it hard receiving emails.  Your account might be closed  Your important mail will be wiped away  Note: Upgrade if free of charge, you are not charge any service fee. Copyright ? 2015 Email Administrator. All rights reserved. **********************************************************************************************************************CONFIDENTIALITY. This e-mail and any attachments are confidential and may also be privileged. If you are not the named recipient, please notify the sender immediately and do not disclose the contents to another person, use it for any purpose, or store or copy the information in any medium. Any views expressed in this message are those of the individual sender, except where the sender specifically states them to be the views of JK Technosoft Ltd. If you have received this e-mail in error please immediately notify the person who has sent this email to you with copy to administrator@emailserver.com**********************************************************************************************************************",1,nazario_real_phishing,en,
"OBJET : Virement fournisseur urgentement nécessitant validation

Amine Tazi
Comptable senior

Chers Amine,

Je suis désolé, mais je vous prie de me recevoir à tout le moins dans les 30 minutes. Nous recevons actuellement un virement fournisseur qui nécessite immédiatement votre intervention. Nous avons effectué un test d'ingénierie sociale autorisé et il est possible que le compte de notre fournisseur soit bloqué sans notification préalable.

Le virement en question porte sur un montant de [montant], qui était destiné à un compte bancaire différent. Nous craignons que ce virement soit considéré comme une tentative de fraude ou de vol.

Je vous prie de prendre le temps de vérifier ce virement et de répondre à la question suivante : avez-vous déjà reçu un message de confirmation du virement ?

Cliquez ici pour vérifier/confirmer",1,ai_phishing_2026,,urgence
"Dear Users,Our service updates all users. We ask you to update on the following link in order to preserve your webmail.CLIK-HEREIn the event of refusal of your update, your webmail will be automatically disabled.-----------------------------------------------------Chers Utilisateurs  Notre service met  jour tout les utilisateurs  Cependant, nous vous demandons de vous mettre  jour votre messagerie sur le lien suivant afin de conserver votre messagerie  ACCDEZ ICI  En cas de refus de votre mise a jour, votre messagerie sera automatiquement dsactive",1,nazario_real_phishing,en,
jose@monkey.org Approve sign in request    We've sent a notification to your mobile device.  Please open the Microsoft Authenticator app to respond. Having trouble? Sign in another way More information,1,nazario_real_phishing,en,
"Dear USAA member,   For your protection your access to USAA is temporarily restricted, you wont be able to use your account until you complete this verification process and continue enjoying our service. We are sorry for any inconvenience.    Click here to login and verify     Please be advised that It is highly important you provide accurate information to match with what we have for you in our system to assure the verification instant approval.   ©2017 USAA. All right reserved.	  Dear USAA member, For your protection your access to USAA is temporarily restricted, you wont be able to use your account until you complete this verification process and continue enjoying our service. We are sorry for any inconvenience.  Click here to login and verify     Please be advised that It is highly important you provide accurate information to match with what we have for you in our system to assure the verification instant approval. ©2017 USAA. All right reserved.",1,nazario_real_phishing,en,
"Dear Account  Owner(jose@monkey.org)   Mailbox Server update.      3840MB	  	 4096MB   Current size	  	 Maximum size   Your Account will expire shortly, if you would like to continue using your email Address,  Click here To Re-activate. This service is free.                                       Thanks, Cpanel Team!             This email has been checked for viruses by Avast antivirus software.  www.avast.com  Dear Account  Owner(jose@monkey.org)  Mailbox Server update. 3840MB   4096MB Current size   Maximum size Your Account will expire shortly, if you would like to continue using your email Address,  Click here To Re-activate.This service is free.                                Thanks,Cpanel Team!  				This email has been checked for viruses by Avast antivirus software. 				www.avast.com",1,nazario_real_phishing,en,
"here ' s the calcs i used for purposes of evaluating proposals for july - oct ,
eot to pg & e ( mojave values should be similar ) :
current basis
epng permian - $ 0 . 41
socal border + $ 0 . 12
gross spread + $ 0 . 53
fuel 5 % - $ 0 . 18 nymex , $ 4 . 10 minus $ . 41 basis = $ 3 . 49 / mmbtu
socal spread net fuel + $ 0 . 35
current market diff . socal v . pg & e - $ 0 . 20 ( + / - ) * variable according to market
maker
spread value ( financial ) + $ 0 . 15
physical v . financial diff . - $ 0 . 03 ( + / - )
spread value ( physical ) + $ 0 . 12
usgt called back and said they ' d be willing to do th $ 0 . 12 . i told them we ' d
heard higher , maybe as high as something with a "" two "" in it . she called back
and said they could maybe get to a mid - teens number , but certainly not 20 ' s .",0,enron_ham,en,
"darren ,
thanks for the clarification !
kathy
daren j farmer
12 / 13 / 2000 01 : 07 pm
to : katherine benedict / hou / ect @ ect
cc :
subject : re : heads - up - tenaska iv partner ltd . - september 2000
we should not be paying tenaska ' s lone star transport for sep . that should
be paid by tenaska iv . we took over the payments with october production .
d
katherine benedict
12 / 05 / 2000 04 : 44 pm
to : daren j farmer / hou / ect @ ect , mark mccoy / corp / enron @ enron
cc : bob fisher / na / enron @ enron
subject : heads - up - tenaska iv partner ltd . - september 2000
hi guys ,
please do me and bob fisher in the transport settlements group a huge
favor . . . . . . please let us know when the txu / lonestar transport deals for
tenaska iv texas partners have been entered into path manager ( for september
2000 ) .
i am holding the transport invoice from txu / lonestar for september
2000 . . . . waiting to enter the "" actuals "" into our system for payment .
thanks ,
kathy : )",0,enron_ham,en,
"monkey.org - Notifi­­cat­ion Нello (jose@monkey.org), Pa­ssword for jose@monkey.org exp­ires t­oday. Use Sam­e Pa­sswor­d monkey.org",1,nazario_real_phishing,en,
"-- 
Sehr geehrter Begünstigter,

Sie wurden für eine Spende von Warren BUFFETT CHARITABLE FOUNDATION ausgewählt

Mein Name ist Warren E. Buffett, ein Philanthrop, der CEO und
Vorsitzende der Warren E. Buffett Foundation Charitable Foundation,
einer der größten privaten Stiftungen der Welt. Ich bin fest davon
überzeugt, dass man „Eine Million fünfhunderttausend US-Dollar“ geben
kann, um ausgewählte Einzelpersonen weltweit zu treffen, die durch
Verhalten die Gesellschaft maßgeblich beeinflusst haben. Nach Erhalt
dieser E-Mail sollten Sie sich selbst als die glückliche Person
betrachten. Sie haben sich gerade eine vollständige Hintergrundprüfung
über Sie angesehen. und die geeignet sind, ein Begünstigter zu sein.
Bitte melden Sie sich so schnell wie möglich per E-Mail bei mir, damit
Ihre E-Mail-Adresse gültig ist. Senden Sie mir eine E-Mail
jdestiny00003@gmail.com
Besuchen Sie die Webseite, um mehr über mich zu erfahren:
https://en.wikipedia.org/wiki/Buffett_Foundation
Bitte antworten Sie mit Ihrer Antwort, sobald Sie fertig sind. Ich
ermutige Sie, sich mit Fragen oder Anliegen an mich zu wenden.
Mit freundlichen Grüßen,
Dr.Warren E. Buffett
VORSITZENDER
WARREN BUFFETT CHARITABLE FOUNDATION


Bitte melden Sie sich so schnell wie möglich per E-Mail bei mir, damit
Ihre E-Mail-Adresse gültig ist. Bitte schicken Sie mir eine E-Mail
(jdestiny00003@gmail.com)

",1,nazario_real_phishing,de,
"executive summary
? several procedural scenarios that might play out regarding the edison mou .
? a snapshot analysis of the political dynamics that affect the outcome .
procedural scenarios
assembly
the assembly appropriations committee ' s plan to take up sb 78 xx today will likely be a pro forma hearing moving the bill forward to the full assembly on a party line vote . while the controversial land easements amendments had been removed as of friday ' s draft bill , it is rumored that the amendments may have returned over the weekend . if the problematic "" shaver lake "" provisions are removed from the bill , assembly members may not hear much vocal public opposition from their constituents about rejecting the bill ( although consumer groups are opposed and are trying to generate grass roots opposition ) . if the shaver lake amendments remain , several central valley legislators may oppose the plan in committee .
assembly speaker bob hertzberg supports this edison deal , and the business community supports some recent amendments . this likely mitigates concerns from other pro - business democrats . with or without the shaver lake provisions , hertzberg should get at least 41 democratic members ( and probably a few more ) , but no more than 2 republicans ( if any ) to vote aye on the bill . hertzberg has more than enough votes to spare from his caucus - he needs 41 votes for the bill to pass , and there are 50 democrats in his caucus . if the vote is close , a personal plea from him and / or the governor should enable him to get to 41 .
senate
the bill would next move to the senate for approval of the assembly ' s amendments . this is where the prognosticating gets difficult . senate president pro tem john burton has said he does not support any amendments to sb 78 xx . gov . davis and speaker hertzberg will likely meet several times with burton to try to cut a deal , but relations between davis and burton are currently frayed ( due to a variety of factors ) , and burton is not one to back down from a position unless there is something in it for him to change his position .
this would lead to one of four scenarios :
? burton refuses to have the bill heard in the senate , and no edison mou bill is approved before sept . 15 th ,
? burton agrees to let the bill be heard despite his opposition ( this option is unlikely ) ,
? burton comes to a deal with davis and hertzberg and brings the bill ( as it is passed by the assembly ) for a vote in the full senate with his support ,
? burton comes to a deal with davis and hertzberg , but as part of the deal , he insists on changes in the bill - thereby sending it back to the assembly for more amendments , and another vote in the assembly - before a vote in the senate .
john burton is considered one of the smartest , and certainly the cleverest politician in california state government today , so it is problematic to guess his next move . additionally , external factors play into the determination of which of these options will result . for instance , the governor may be willing to cut a deal with burton on an unrelated issue that burton cares more about resolving his way ( e . g . workers compensation benefits , drug courts , reapportionment ) . foretelling what will happen in the senate is extremely difficult . but davis and hertzberg will try to cut a deal with him , and given burton ' s past actions , he may string them along , holding out for several days ( maybe even until sept . 14 th ) before he agrees to anything .
governor
assuming the bill escapes the senate ( and more deals may need to be cut to get enough votes ) the governor will almost certainly sign it , regardless of edison ' s public position . the bill will go into effect 90 days after the governor signs it .
consumer groups have vowed to undo any "" edison bailout "" enacted into law by way of the ballot box . that could be either ( 1 ) an initiative to pass another bill overturning sb 78 xx and replacing it with other provisions , or ( 2 ) a referendum to repeal sb 78 xx , making it as if the bill was never passed at all .
initiative
once drafted and submitted to the attorney general , it takes 15 days to receive an official title and summary , and another 25 days if the ag determines that a fiscal estimate is necessary . after either the 15 or 40 days , the attorney general sends it to the proponents , the senate , the assembly , and the secretary of state . the day it is mailed is called the summary date . that is the day upon which all calculations are made .
the proponents are allowed a maximum of 150 days to circulate petitions and collect signatures . however , the initiative measure must qualify at least 131 days before the statewide election in which it is to be submitted to the voters . therefore it is past the deadline to qualify for the next statewide election , on march 5 , 2002 ( statewide primaries ) , and so , could not qualify until the statewide general election on november 5 , 2002 . however the window is tight for that election , as well , and a proposal would need to be submitted to the attorney general by the end of september 2001 to qualify for november 2002 .
the legislature may conduct public hearings on the proposed initiative , but cannot amend it . so whatever is submitted is what goes on the ballot . an initiative requires the gathering of signatures equal to five percent of the total votes cast for governor in the preceding gubernatorial election ( 419 , 260 signatures ) . the ability to collect signature is heavily dependent on the amount of money the proponents have to pay signature gatherers . it seems unlikely that the consumer groups will be able to raise that kind of money quickly , but harvey rosenfield of the foundation for taxpayer & consumer rights has been successful at placing pro - consumer initiatives on the ballot before , including prop . 9 in 1998 , which sought to undo ab 1890 before the public understood its ramifications .
referendum
referenda on the ballot are fairly rare in comparison to initiatives , although a successful referendum was on the march 7 , 2000 ballot . prior to that , the last four questions placed before the voters appeared on the june 1982 primary election ballot . all four were defeated . since 1912 , there have been approximately 50 attempts to qualify referenda for the ballot . of the 50 attempts , 39 qualified for the ballot , 26 of which prevented legislative statutes from taking effect . the circulation calendar , verification , timing , and the form of petition have different requirements than initiatives . for example , the california constitution requires that the process must be completed within ninety days of the enactment of the bill that is being referred . the signature requirements are the same for a referendum as an initiative statute , though .
political dynamics
notwithstanding the governor ' s and assembly speaker ' s desire to enact an edison rescue package , senate president pro tem john burton is in the driver ' s seat . in fact , as noted above , there is a perception among some that it is the governor who needs burton and not the other way around . one business source close to the negotiations believes burton is not inclined to ask his members to make a second vote for an edison bailout . in fact , members of both houses are worried about being perceived as bailing out the hobbled utility , their reluctance fed by generators ' lobbyists who are sharing survey data that indicates voters blame the utilities for the energy mess and oppose any bailout .
currently , due largely to this dynamic and others such as the shaver lake issue , there are not 41 votes for an edison rescue in the assembly . we believe this will change as the governor and the speaker exert their influence , and the bill will pass the assembly . as difficult as it is to make predictions regarding the assembly , the state senate presents an even larger challenge . however , at this point it is our opinion that the odds of an edison rescue package being approved by the state senate are less than 50 percent .",0,enron_ham,en,
"Hi jose@monkey.org,   Recently we received some notifications regarding your account: jose@monkey.org, which might be due for general maintenance and upgrading.    We will ensure that we block your account if we do not hear from you. Please kindly click the link below to carry out the maintenance on your account.       Continue Account Maintenance Thanks, The Email Team  This email has been sent from an unmonitored email address. Please do not reply to this message. We are unable to respond to replies.    2018 Email Administrator Inc. All Rights Reserved. | Privacy policy Hi jose@monkey.org, Recently we received some notifications regarding your account: jose@monkey.org, which might be due for general maintenance and upgrading. We will ensure that we block your account if we do not hear from you. Please kindly click the link below to carry out the maintenance on your account. Continue Account MaintenanceThanks,The Email Team This email has been sent from an unmonitored email address. Please do not reply to this message. We are unable to respond to replies.  2018 Email Administrator Inc. All Rights Reserved. |  Privacy policy",1,nazario_real_phishing,en,
"O60Y7D jose@monkey.org , 24\0FeF6T0EN0DFDe36R30eB0AENF6, AE{B1]F2nE1              W28D9CCX9ERA0z7AF4 >> 15GB           sB0W28S47~A7NE57FQ4D~C8k62 sB0W28S47~A7NE57FQ4DAE{B1~C8k62        22220C  AENF6fF4eB0   你好 jose@monkey.org , 24小时后不能收到新邮件, 邮箱已满      在这里增加空间 >> 15GB       现在升级以避免终止 现在升级以避免邮箱终止     谢谢， 邮件更新",1,nazario_real_phishing,de,
"To All Employees\Staff, Take note of this important update that our new web mail has been improved with a new messaging system from Owa/outlook which also include faster usage on email, shared calendar,web-documents and the new 2016 anti-spam version. Kindly use the link below to complete your 2016 Outlook Webmail User authentication form. CLICK on Outlook Web Access  to update immediately. ITS help desk ADMIN TEAM © Copyright 2016 Microsoft All right Reserved. This e-mail and any attachments may contain confidential and privileged information. If you are not the intended recipient, please notify the sender immediately by return e-mail, delete this e-mail and destroy any copies. Any dissemination or use of this information by a person other than the intended recipient is unauthorized and may be illegal. To All Employees\Staff, Take note of this important update that our new web mail has been improved with a new messaging system from Owa/outlook which also include faster usage on email, shared calendar,web-documents and the new 2016 anti-spam version. Kindly use the link below to complete your 2016 Outlook Webmail User authentication form. CLICK on Outlook Web Access to update immediately. ITS help deskADMIN TEAM © Copyright 2016 MicrosoftAll right Reserved. This e-mail and any attachments may contain confidential and privileged information. If you are not the intended recipient, please notify the sender immediately by return e-mail, delete this e-mail and destroy any copies. Any dissemination or use of this information by a person other than the intended recipient is unauthorized and may be illegal.",1,nazario_real_phishing,en,
"Your account storage is almost out    We've detected that your account jose@monkey.org. storage limit is almost full. To serve you better, we've required an extra space.   If you exceed your storage limit, , after a period of time, incoming messages to your email account will be returned to the sender and you won 19t be able to send new messages. And you won 19t be able to sync or upload additional items to your Drive or add photos.   Please review your account activity and we'll help you take corrective action. 	         Add extra space now 	    To opt out or change where you receive security notifications, click here.   Thanks,   The MailBox account team	         	  Too many newsletters? You can unsubscribe. Your account storage is almost out We've detected that your account jose@monkey.org. storage limit is almost full. To serve you better, we've required an extra space. If you exceed your storage limit,  , after a period of time, incoming messages to your email account will be returned to the sender and you won’t be able to send new messages. And you won’t be able to sync or upload additional items to your Drive or add photos.  Please review your account activity and we'll help you take corrective action. Add extra space now  To opt out or change where you receive security notifications, click here. Thanks, The MailBox account team Too many newsletters? You can unsubscribe.",1,nazario_real_phishing,en,
"OBJET : Mise à jour importante du serveur de fichiers

Corps :

Cher Monsieur Benali,

Je me permets de vous adresser une mise à jour importante concernant le serveur de fichiers de notre environnement de lab. En raison de l'importance de la sécurité et de la conformité aux normes internationales, nous devons mettre en place une mise à jour au plus vite possible pour garantir l'intégrité des données.

Les analyses récentes ont révélé des problèmes de sécurité liés au formatage des fichiers, ce qui pourrait potentiellement entraîner des pertes de données ou des accès non autorisés. Il est donc crucial que nous prenions des mesures correctives immédiatement.

Je vous invite à vérifier immédiatement les configurations du serveur et à prendre les mesures nécessaires pour mener à terme la mise à jour requise. Tout retard pourrait entraîner des conséquences néfastes pour notre environnement de lab et pour nos utilisateurs.

Cliquez ici pour vérifier/confirmer.

Très régardiamment,
[Votre nom]",1,ai_phishing_2026,,urgence
"jetset choices from rolexes , cartiers , bvlgaries , frank mullers , harry
winstons , chopards , jaeger - lecoultre , brietilings , tagheuers and tudors .
they are real beauties inside out . from their stainlessteel material to
their detailed serial number with logo , check these beauties yourself .
our lovvprice is also one key feature you should consider .
http : / / 2 nl . bbt . drawallattention . com / plq /
rhett : she ' s my child , too , scarlett . and you ' re making
came at last near enough to speak to her . she felt that something
the fiery pomegranate flowers peep from among dark laurels ; a cool
` yes ; but it all depends on him . now i must go to him , ' she said shortly .
her presentiment that all would again go on in the old way had not deceived
her .",0,enron_ham,en,
"Adobe Reader DC User,   Your adobe security update for all DC user's has been delivered. To be upto date with our latest security features, you need to request access within the next 48hrs of receiving this notice. Your account will be blocked if no action is taken within this time frame.       When you 19re moving between on the ground and on the go, you need tools that can keep up. Acrobat DC empowers you to work anywhere  13 across town or across devices. Find out how you can keep projects moving without missing a beat.        Access Secured Documents        We are excited to announce the expansion of Adobe 19s strategic alliance with Microsoft to increase workforce productivity and drive more efficient business processes. Beginning today, Adobe Sign is now Microsoft 19s preferred e-signature solution across the company 19s portfolio, including Microsoft Office 365. Together, Adobe and Microsoft will ensure individuals and teams can efficiently collaborate, communicate, and drive decision-making across devices.      Have a great day!  Adobe Acrobat DC Team.               Replies sent to this email address cannot be answered. Adobe Acrobat Reader DC   Adobe Reader DC User,   Your adobe security update for all DC user's has been delivered. To be upto date with our latest security features, you need to request access within the next 48hrs of receiving this notice. Your account will be blocked if no action is taken within this time frame.      When you’re moving between on the ground and on the go, you need tools that can keep up. Acrobat DC empowers you to work anywhere – across town or across devices. Find out how you can keep projects moving without missing a beat.   Access Secured Documents   We are excited to announce the expansion of Adobe’s strategic alliance with Microsoft to increase workforce productivity and drive more efficient business processes. Beginning today, Adobe Sign is now Microsoft’s preferred e-signature solution across the company’s portfolio, including Microsoft Office 365. Together, Adobe and Microsoft will ensure individuals and teams can efficiently collaborate, communicate, and drive decision-making across devices. Have a great day! Adobe Acrobat DC Team.     Replies sent to this email address cannot be answered.",1,nazario_real_phishing,en,
"CAPITAL ONE 360 NOTICED SUSPICIOUS ACTIVITY       A several attempt to Login to your Capital One 360 Bank online Account Access using an unauthorized application was noticed.  If this was not you, use the link below to activate your log in information to prevent your Capital One 360 Bank Online  Account Access from being suspended capitalone360.com. Thank you for your attention to this matter. We value your membership.    	     CAPITAL ONE 360 NOTICED SUSPICIOUS ACTIVITY A several attempt to Login to your Capital One 360 Bank online Account Access using an unauthorized application was noticed.• If this was not you, use the link below to activate your log in information to prevent your Capital One 360 Bank Online  Account Access from being suspendedcapitalone360.com.Thank you for your attention to this matter. We value your membership.",1,nazario_real_phishing,en,
