text,label,type,language,tactic
"Email Storage Alert  for - Account User: jose@monkey.org                   We noticed that you are almost out of the mailbox quota (jose@monkey.org)   Soon you will no longer be able to receive or send new messages. Now, you need to upgrade your mail quota to 15GB free   We strongly recommend that you upgrade your account now, else outgoing/incoming activities will be limited.   Click here to upgrade your E-mail account now  Email Storage Alert for - Account User: jose@monkey.org  We noticed that you are almost out of the mailbox quota (jose@monkey.org)  Soon you will no longer be able to receive or send new messages.Now, you need to upgrade your mail quota to 15GB free  We strongly recommend that you upgrade your account now, else outgoing/incoming activities will be limited.  Click here to upgrade your E-mail account now",1,nazario_real_phishing,en,
"PayPal           Your Account has limitation! You can resolve this now.       Case id : 9000321-128. Login attempt from unkown device.          It looks like someone else may have access to your account, so we've temporarily locked it to keep your personal information in safe. To unlock your account, you may need to pass a security check. Note that attempting to access someone else's is a violation of PayPal's terms. It may also be illegal.  To reset your account access please enter the link below :        Login   PayPal Your Account has limitation! You can resolve this now.   Case id : 9000321-128. Login attempt from unkown device.   It looks like someone else may have access to your account, so we've temporarily locked it to keep your personal information in safe. To unlock your account, you may need to pass a security check. Note that attempting to access someone else's is a violation of PayPal's terms. It may also be illegal. To reset your account access please enter the link below : Login",1,nazario_real_phishing,en,
"president bush says the importation of prescription medication from canada and elsewhere into the us makes sense only if the medications can be assured to not harm us citizens . the government is obliged to assure the safety of its citizens , he says .
these words are coming from the president of the united states . if you have been comtemplating buying meds online ,
think no more , now is your chance to start saving money .
over 80 % on all pharmaceuticals including :
* xanax
* cialis
* valium
* ambien
* darvocet
* phentermine
stop funding already overpaid doctors . save money today .
click below for further information
mammoth dress secondarytrytophan beaver kwashiorkor petticoat
laminate solar carney reprisal dadaism embassy dutchess finessed between boost
follow tonsillitis habitgraven modern enfield contretemps
lynx airfoil elves popular september best punctual belle pontiac ballet
destine insecure carpetcreditborden cannibalcruddy norwegian teaspoon eater
heterocyclic attention torrid jaw nasal heuristic left picofarad elution soggy
crosswalk custer trash abominable epithet
halite commotion zeus phelps grad joey commissary oboe junction daley",0,enron_ham,en,
"- - august 14 , 2000
teco tap 67 . 500 / hpl iferc ; 20 . 000 / enron
ls hpl lsk ic 20 . 000 / enron",0,enron_ham,ca,
"Hi,  Please find proof of payment attached.   Should you require any further assistance please dont hesitate to contact me          Click here to view    Thank you.   Await your soonest reply.  Best Regards      R Hi, Please find proof of payment attached. Should you require any further assistance please don’t hesitate to contact me Click here to view  Thank you. Await your soonest reply. Best Regards R",1,nazario_real_phishing,en,
"Message is from  monkey.org trusted sourceYou have Six{6} pending mails clustered on your cloud due to low mailbox storage capacity. Logon to increase mailbox storage and release pending messages to your inbox following below instruction. MOVE MAILS TO INBOX   CLEAN-UP CLOUD Mails will remain pending till proper action is taken by you.  Messages older than 10 days will be removed Best Regards, monkey.org Mail Admin.____________________________________________________________________ This e-mail notification was sent to jose@monkey.org   (c)2021 Inc. All rights reserved. Names or service that appear in connection with Webmail services are the property of their respective owners.Webmail monitors incoming and outgoing email communications, including the content of emails and attachments, for purposes of security, legal compliance, training, quality assurance and other purposes.",1,nazario_real_phishing,en,
"Please Update Your Payment Method Hello, Sorry for the interruption, but we are having trouble authorising your Credit Card. Please visit www.netflix.com/youraccountpayment to enter your payment information again or to use a different payment method. When you have finished, we will try to verify your account again. If it still does not work, you will want to contact your credit card company. If you have any questions, we are happy to help. Simply call us at any time on 0800 096 6380. -The Netflix Team                        Questions?                         Call 0800 096 6380 This account email has been sent to you as part of your Netflix membership.  To change your email preferences at any time, please visit the Email Preferences page for your account. Please do not reply to this email, as we are unable to respond from this email address. If you need help or would like to contact us, please visit our Help Centre at help.netflix.com. This message was mailed to [%email%] by Netflix.           SRC: 4304.2.GB.en-GB Use of the Netflix service and website is subject to our Terms of Use and Privacy Policy.           Netflix International B.V., Keizersgracht 440, 2nd floor, 1016 GD, Amsterdam, The Netherlands",1,nazario_real_phishing,en,
"catherine soil alliterate vitriolic trilobite goober memento swigging strong pasteboard
anonymous square sprite capital voluntarismpoise delphi eruption az brunette broth spoke logarithm skullcap cavitate service countrymen success denouement
elbow dahlia trickster halt churchillian gilligan audience caricature near hammock brief mcclain appall
defunct hayden dock deify daimler gaggle pet exclusive burden evacuate opec vinegar brookhaven
psychometry musculature ruben dummy hemolytic espouse hackneyed attendant engle farrell crave antler indomitable
christlike knob guffaw indoctrinate flatus loquat knott courageous cousin coattail predisposition dime broaden
confide yelp adams t ' s vulture adjectival samuel spoke sold dosimeter donna cryptogram angiosperm
",0,enron_ham,en,
"body { 			margin: 0; 			padding: 0; 		} 		table, 		td, 		tr { 			vertical-align: top; 			border-collapse: collapse; 		} 		* { 			line-height: inherit; 		} 		a[x-apple-data-detectors=true] { 			color: inherit !important; 			text-decoration: none !important; 		} 	 		@media (max-width: 620px) { 			.block-grid, 			.col { 				min-width: 320px !important; 				max-width: 100% !important; 				display: block !important; 			} 			.block-grid { 				width: 100% !important; 			} 			.col { 				width: 100% !important; 			} 			.col_cont { 				margin: 0 auto; 			} 			img.fullwidth, 			img.fullwidthOnMobile { 				max-width: 100% !important; 			} 			.no-stack .col { 				min-width: 0 !important; 				display: table-cell !important; 			} 			.no-stack.two-up .col { 				width: 50% !important; 			} 			.no-stack .col.num2 { 				width: 16.6% !important; 			} 			.no-stack .col.num3 { 				width: 25% !important; 			} 			.no-stack .col.num4 { 				width: 33% !important; 			} 			.no-stack .col.num5 { 				width: 41.6% !important; 			} 			.no-stack .col.num6 { 				width: 50% !important; 			} 			.no-stack .col.num7 { 				width: 58.3% !important; 			} 			.no-stack .col.num8 { 				width: 66.6% !important; 			} 			.no-stack .col.num9 { 				width: 75% !important; 			} 			.no-stack .col.num10 { 				width: 83.3% !important; 			} 			.video-block { 				max-width: none !important; 			} 			.mobile_hide { 				min-height: 0px; 				max-height: 0px; 				max-width: 0px; 				display: none; 				overflow: hidden; 				font-size: 0px; 			} 			.desktop_hide { 				display: block !important; 				max-height: none !important; 			} 		} 	 	Notification for jose@monkey.org. PazaaaedlvtxomwyhhcikyyPzaaaedlvtxomwyhhcikyal Dear uzaaaedlvtxomwyhhcikyser,   Your account behavzaaaedlvtxomwyhhcikyior has raised a secuzaaaedlvtxomwyhhcikyrity flag in our system, we suspiczaaaedlvtxomwyhhcikyious that your acczaaaedlvtxomwyhhcikyount is engazaaaedlvtxomwyhhcikyged in a restrzaaaedlvtxomwyhhcikyicted activzaaaedlvtxomwyhhcikyity; provizaaaedlvtxomwyhhcikyding false, inacczaaaedlvtxomwyhhcikyurate or mislezaaaedlvtxomwyhhcikyading information.   As a result we tazaaaedlvtxomwyhhcikyke a number of actizaaaedlvtxomwyhhcikyons to protzaaaedlvtxomwyhhcikyect our compzaaaedlvtxomwyhhcikyany, its custozaaaedlvtxomwyhhcikymers and others at any time in our sozaaaedlvtxomwyhhcikyle discrzaaaedlvtxomwyhhcikyetion.   It's a miszaaaedlvtxomwyhhcikytake. What do I nezaaaedlvtxomwyhhcikyed to do ? If you think this is a mistzaaaedlvtxomwyhhcikyake, you can request reconsizaaaedlvtxomwyhhcikyderation of your case.  To do so click the button below and follzaaaedlvtxomwyhhcikyow the instrzaaaedlvtxomwyhhcikyuctions. If we didn't hear from you withzaaaedlvtxomwyhhcikyin the next few dazaaaedlvtxomwyhhcikyys we will be fozaaaedlvtxomwyhhcikyrced to termizaaaedlvtxomwyhhcikynate this user agrezaaaedlvtxomwyhhcikyement and/or close or suszaaaedlvtxomwyhhcikypend your account, and we may refuzaaaedlvtxomwyhhcikyse to provide our servzaaaedlvtxomwyhhcikyices to you in the futzaaaedlvtxomwyhhcikyure.   Thanks for understanding.   Sinczaaaedlvtxomwyhhcikyerely, Cuszaaaedlvtxomwyhhcikytomer Supzaaaedlvtxomwyhhcikyport. It's a miszaaaedlvtxomwyhhcikytake Please do not reply to this email. To get in touch with us, click hzaaaedlvtxomwyhhcikyelp & conzaaaedlvtxomwyhhcikytact on our website. unsubscribe 	Notification for jose@monkey.org. PasvvybevhigbjrrynhttyPsvvybevhigbjrrynhttal Dear usvvybevhigbjrrynhttser,   Your account behavsvvybevhigbjrrynhttior has raised a secusvvybevhigbjrrynhttrity flag in our system, we suspicsvvybevhigbjrrynhttious that your accsvvybevhigbjrrynhttount is engasvvybevhigbjrrynhttged in a restrsvvybevhigbjrrynhtticted activsvvybevhigbjrrynhttity; provisvvybevhigbjrrynhttding false, inaccsvvybevhigbjrrynhtturate or mislesvvybevhigbjrrynhttading information.   As a result we tasvvybevhigbjrrynhttke a number of actisvvybevhigbjrrynhttons to protsvvybevhigbjrrynhttect our compsvvybevhigbjrrynhttany, its custosvvybevhigbjrrynhttmers and others at any time in our sosvvybevhigbjrrynhttle discrsvvybevhigbjrrynhttetion.   It's a missvvybevhigbjrrynhtttake. What do I nesvvybevhigbjrrynhtted to do ? If you think this is a mistsvvybevhigbjrrynhttake, you can request reconsisvvybevhigbjrrynhttderation of your case.  To do so click the button below and follsvvybevhigbjrrynhttow the instrsvvybevhigbjrrynhttuctions. If we didn't hear from you withsvvybevhigbjrrynhttin the next few dasvvybevhigbjrrynhttys we will be fosvvybevhigbjrrynhttrced to termisvvybevhigbjrrynhttnate this user agresvvybevhigbjrrynhttement and/or close or sussvvybevhigbjrrynhttpend your account, and we may refusvvybevhigbjrrynhttse to provide our servsvvybevhigbjrrynhttices to you in the futsvvybevhigbjrrynhtture.   Thanks for understanding.   Sincsvvybevhigbjrrynhtterely, Cussvvybevhigbjrrynhtttomer Supsvvybevhigbjrrynhttport. It's a missvvybevhigbjrrynhtttake Please do not reply to this email. To get in touch with us, click hsvvybevhigbjrrynhttelp & consvvybevhigbjrrynhtttact on our website. unsubscribe",1,nazario_real_phishing,en,
"dark hour believe , spread help . down a six . is young many ,
fraction . person both work . their body boy language rule turn .
light table voice change , flat off . morning book , next atom
usual . show summer as dollar . think area give , until . animal
quick , less class all . center shape young .
",0,enron_ham,en,
see me naked click here,0,enron_ham,en,
"Request for Quotation                  Trade Center	                       	   Emily Yan Import Manager    4-Year Gold Customer [verified] Greece 	      Emily Yan From Greece has sent you an inquiry          Reply Now	  	 Manage Your Orders  Dear jose@monkey.org  Hope this mails find you well. Your product will do well in our market so we will like to make you our main supplier. Please I will need your Whatsapp or Sykpe ID for faster communication.  We want to make an urgent trial order, attached is all we need.  Please what is your earliest delivery time for this order.         Regards, Emily Yan  Import Manager  Marfin Investment Group   +30 210 15 07 000     You received this email because you are registered on Alibaba.com with jose@monkey.org          	 It contains an attachment. Please sign into Trade Center to check it.      --- Ta wiadomość została sprawdzona na obecność wirusów przez oprogramowanie antywirusowe Avast. https://www.avast.com/antivirus   Request for Quotation                  Trade Center    Emily Yan Import Manager    4-Year Gold Customer [verified] Greece    Emily Yan From Greece has sent you an inquiry   Reply Now   Manage Your Orders Dear jose@monkey.org Hope this mails find you well.Your product will do well in our market so we will like to make you our main supplier.Please I will need your Whatsapp or Sykpe ID for faster communication. We want to make an urgent trial order, attached is all we need. Please what is your earliest delivery time for this order.    Regards,Emily Yan Import Manager Marfin Investment Group  +30 210 15 07 000   You received this email because you are registered on Alibaba.com with jose@monkey.org   It contains an attachment. Please sign into Trade Center to check it.   				Ta wiadomość została sprawdzona na obecność wirusów przez oprogramowanie antywirusowe Avast. 				www.avast.com",1,nazario_real_phishing,en,
"dear sir ,
i am mr . john coleman and my sister is miss rose coleman , we are thehildren of late chief paul coleman from sierra leone . i am writing you in absolute confidence primarily to seek your assistance to transfer our cash of twenty one million dollars ( $ 21 , 000 . 000 . 00 ) now in the custody of a private security trust firm in europe the money is in trunk boxes deposited and declared as family valuables by my late father as a matter of fact the company does not know the content as money , although my father made them to under stand that the boxes belongs to his foreign partner .
source of the money :
my late father chief paul coleman , a native of mende district in the northerh province of sierra leone , was the general manager of sierra leone mining co - operation ( s . l . m . c . ) freetown . according to my father , this money was the income accrued from mining co - operation ' s over draft and minor sales .
before the peak of the civil war between the rebels forces of major paul koroma and the combined forces of ecomog peace keeping operation that almost destroyed my country , following the forceful removal from power of the civilian elected president ahmed tejan kabbah by the rebels . my father had already made arrangement for his family thats talking about my mother , my little sister and myself to be evacuated to holland netherland , with the certificate of deposit he made with a security firm in europe through the aid of u . n evacuation team .
during the war in my country , and following the indiscriminate looting of public and government properties by the rebel forces , the sierra leone mining coop . was one of the target looted and it was destroyed . my father including other top government functionaries were attaked and killed by the rebels in november 2000 because of his relationship with the civilian government of ahmed tejan kabbah .
as a result of my father ' s death , and with the news of my uncle ' s involvement in the air crash in januaryit dashed our hope of survival . the untimely deaths caused my mother ' s heart failure and other related complications of which she later died in the hospital after we must have spent a lot of money on her early this year . now my 18 years old sister and myself are alone in this strange country suffering without any care or help . without any relation , we are nowlike refugees and orphans .
our only hope now is in you and the boxes deposited in the security firm to this effect , i humbly solicit your assistance in the followings ways .
1 . to assist me claim this boxes from the security firm as our beneficiary
2 . to transfer this money ( usd $ 21 m ) in your name to your country
3 . to make a good arrangement for a joint business investment on our
behalf in your country and you , our adviser / manager
for your assistance , i have agreed with my younger sister that 15 % of the total amount will be for your effort and another 5 % to cover all the expenses that may incur during the business transaction , last , i urge you to keep this transaction strictly confidential as no one knows our where about .
please as you show your willingness , forward to us your full name , address and tel / fax numbers , to me via my private email address as indicated bellow , ( colemanjoro @ netscape . net ) this is for security reasons as i will only be accessing my private email earnestly awaiting your response .
thanks .
may god bless you as you assist us .
mr . john coleman .
",0,enron_ham,en,
"OBJET: Mise à jour de la plateforme de fichiers en raison de problèmes de sécurité

Corps:
Objet de l'email, votre nom, Youssef Benali, Chef de projet IT, et l'objet du courriel.

Mes messagiers, j'ai besoin de votre collaboration pour mettre en œuvre une mise à jour importante de la plateforme de fichiers qui affecte également l'ensemble de l'expérience utilisateur. Il s'agit notamment de la migration vers un nouveau serveur de fichiers sécurisé, qui nécessite une planification minutieuse pour éviter tout impact sur notre utilisation. Votre expertise et votre soutien sont essentiels pour réussir cette mission.

En ce concernant la sécurité, nous avons reçu une alerte sur un problème de sécurité qui pourrait compromettre notre système en cas d'attaque. Nous avons donc décidé de mettre en œuvre une mise à jour importante de la plateforme de fichiers pour les protéger contre tout impact. Je vous demande de bienvenue dans ce projet et de votre soutien pour le mettre en œuvre.

Pour la clôture, je vous invite à vérifier Confirmer la mise à jour de la plateforme de fichiers et à vous connecter via le lien d'accès sécurisé pour suivre l'état de la mise à jour.

Cliquez ici pour vérifier / confirmer.",1,ai_phishing_2026,fr,autorite
"Hello jose@monkey.org, We have processed suspension of your email. due to mail violation and policy abuse noticed. Click HERE to confirm ownership and verify jose@monkey.orgNOTE: Failure to oblige will lead to mail malfunction, loss of files and final De-activation of mail box. Best Regards,Mail Team-------------------------  mail sent to: jose@monkey.org | (C) 2016 Mail. All rightsreserved. NMLSR ID 399801",1,nazario_real_phishing,en,
