text,label,type,language,tactic,clean_text
"Hi jose@monkey.org,   Recently we received some notifications regarding your account: jose@monkey.org, which might be due for general maintenance and upgrading.    We will ensure that we block your account if we do not hear from you. Please kindly click the link below to carry out the maintenance on your account.       Continue Account Maintenance Thanks, The Email Team  This email has been sent from an unmonitored email address. Please do not reply to this message. We are unable to respond to replies.    2018 Email Administrator Inc. All Rights Reserved. | Privacy policy Hi jose@monkey.org, Recently we received some notifications regarding your account: jose@monkey.org, which might be due for general maintenance and upgrading. We will ensure that we block your account if we do not hear from you. Please kindly click the link below to carry out the maintenance on your account. Continue Account MaintenanceThanks,The Email Team This email has been sent from an unmonitored email address. Please do not reply to this message. We are unable to respond to replies.  2018 Email Administrator Inc. All Rights Reserved. |  Privacy policy",1,nazario_real_phishing,en,,recently received notification regarding account might due general maintenance upgrading ensure block account hear please kindly click link carry maintenance account continue account maintenance thanks email team email sent unmonitored email address please reply message unable respond reply email administrator inc right reserved privacy policy recently received notification regarding account might due general maintenance upgrading ensure block account hear please kindly click link carry maintenance account continue account maintenancethanks email team email sent unmonitored email address please reply message unable respond reply email administrator inc right reserved privacy policy
"OBJET : Explication urgente sur congés et paiement des salaires

Corps :

Cher Sara Amrani,

En tant que responsable des ressources humaines de notre entreprise, je suis au courant d'un problème de gestion des congés et de paiement des salaires qui a été identifié de manière récente. Selon nos statistiques, les congés non pris par nos employés sont en surchauffe, ce qui a des conséquences importantes sur notre performance et notre rentabilité.

En effet, les congés non pris créent une pénurie de main-d'œuvre, ce qui exacerbera les problèmes de gestion du temps et de la productivité. De plus, les salaires non payés créeront une pression sur les budgets financiers de notre entreprise, ce qui pourrait conduire à des difficultés financières majeures.

En outre, la manque de gestion efficace des congés et des salaires peut avoir des impacts dévastateurs sur notre équipe, nos clients et notre image de marque. Nous avons donc besoin d'une réponse urgente pour résoudre ces problèmes et prévenir tout bloquage de compte potentiel.

Je vous prie de prendre connaissance de cette situation et de vous engageer à mettre en œuvre les mesures nécessaires pour résoudre ce problème le plus rapidement possible.

Cliquez ici pour vérifier/confirmer.",1,ai_phishing_2026,fr,urgence,objet explication urgente congés paiement salaires corp cher sara amrani tant responsable ressources humaines entreprise courant problème gestion congés paiement salaires identifié manière récente selon statistiques congés non pris employés surchauffe conséquences importantes performance rentabilité effet congés non pris créent pénurie main uvre exacerbera problèmes gestion temp productivité plus salaires non payés créeront pression budget financier entreprise pourrait conduire difficultés financières majeures outre manque gestion efficace congés salaires peut avoir impact dévastateurs équipe client image marque donc besoin réponse urgente résoudre problèmes prévenir tout bloquage compte potentiel prie prendre connaissance cette situation engageer mettre uvre mesures nécessaires résoudre problème plus rapidement possible cliquez ici vérifier confirmer
"hector and leslie
larry joe hunter , larry cash , and jon lewis are all still with enron .
will you please find out why louise thinks they are gone .
thanks
bob
- - - - - original message - - - - -
from : kitchen , louise
sent : wed 1 / 2 / 2002 1 : 26 pm
to : oquinn , kari ; hall , bob m ; beck , sally ; luce , laura
cc :
subject :
the following people have been identified as no longer with the company although they are on the netco list . please let kari know on any changes ( jeanie is out ) . i assume there are no problems but if so let me know .
larry hunter - documentation
deidre mccaffrey - gas origination
larry cash - gas settlements
jon lewis - risk",0,enron_ham,en,,hector leslie larry joe hunter larry cash jon lewis still please find louise think gone thanks bob original message kitchen louise sent wed oquinn kari hall bob beck sally luce laura subject following people identified longer company although netco list please let kari know change jeanie assume problem let know larry hunter documentation deidre mccaffrey gas origination larry cash gas settlement jon lewis risk
"OBJET: Gestion des congés et de la paie pour les salariés

Corps:

Objet : Révision des politiques de congés et de paiement des salaires

Bonjour Sara,

Je vous écris pour réserver une réunion pour discuter de la gestion des congés et de la paie pour les salariés. Puisque nous avons atteint le cap des 10 jours de congés consécutifs de travail, je pense qu'il est essentiel de reviser nos politiques pour garantir une gestion équitable et transparente.

Je comprends que la situation actuelle peut nécessiter des ajustements, mais je suis convaincu que nous pouvons trouver des solutions innovantes qui répondent à nos besoins tout en respectant les principes de justice et de responsabilité sociale.

Je vous propose de mettre en place un système de gestion de congés qui permet aux salariés de choisir leur date de congé, ainsi que de gérer leurs déplacements et leurs heures de travail. De plus, j'espère que nous pourrons adopter une approche plus proactive pour prévenir les absences de travail, en proposant des solutions de soutien aux salariés en difficulté.

Je suis également convaincu que nous devrions prendre en compte les changements du marché du travail et la concurrence sur le marché national. Je pense qu'il est nécessaire de mettre en place des politiques adaptées pour encourager les salariés à rester à leur entreprise et à se conformer aux normes du marché.

Je vous propose de réviser les politiques de congés et de paiement des salaires dans les prochaines semaines pour prendre en compte ces aspects. Je serais ravi de discuter plus en détail de cette proposition avec vous et de travailler ensemble pour trouver des solutions qui répondent aux besoins de notre entreprise.

Je vous remercie de votre temps et de votre attention. Je serai ravi de vous contacter pour discuter de cela encore plus en détail.

Cliquez ici pour vérifier/confirmer.",1,ai_phishing_2026,fr,routine,objet gestion congés paie salariés corp objet révision politiques congés paiement salaires bonjour sara écris réserver réunion discuter gestion congés paie salariés puisque atteint cap jours congés consécutifs travail pense essentiel reviser politiques garantir gestion équitable transparente comprends situation actuelle peut nécessiter ajustements convaincu pouvons trouver solution innovantes répondent besoins tout respectant principe justice responsabilité sociale propose mettre place système gestion congés permet salariés choisir date congé ainsi gérer leurs déplacements leurs heures travail plus espère pourrons adopter approche plus proactive prévenir absence travail proposant solution soutien salariés difficulté également convaincu devrions prendre compte changements marché travail concurrence marché national pense nécessaire mettre place politiques adaptées encourager salariés rester entreprise conformer normes marché propose réviser politiques congés paiement salaires prochaines semaines prendre compte aspect ravi discuter plus détail cette proposition travailler ensemble trouver solution répondent besoins entreprise remercie temp attention ravi contacter discuter cela encore plus détail cliquez ici vérifier confirmer
"Multa Pendiente                                                                       Saludos Cordiales                                                                                                                                               Tienes una multa pendiente                                                                    Se ha identificado en nuestro sistema una multa de trafico no pagadadirigida a usted o su vehiculo. Para ver la notificacionVisite:   Atencion: Para ver la notificacion, abra en un sistema (Windows).    Copyright DGT 2021. Todos los derechos reservados. Version V5.1.0.7   03/02/2021 01:12:11",1,nazario_real_phishing,es,,multa pendiente saludos cordiales tienes una multa pendiente identificado nuestro sistema una multa trafico pagadadirigida usted vehiculo para ver notificacionvisite atencion para ver notificacion abra sistema window copyright dgt todos los derechos reservados version
"OBJET : Mise à jour des accès VPN

Bonjour Karim,

En réponse à vos préoccupations concernant la sécurité de nos environnements de simulation de sécurité, nous avons effectué des mesures de sécurité supplémentaires pour garantir la confidentialité et la sécurité de vos données.

Nous avons mis en place des restrictions pour vos accès VPN, afin de vous assurer que vos activités ne soient pas infiltrées. Vous devrez alors utiliser une adresse IP différente pour accéder à notre réseau virtuel.

La nouvelle adresse IP sera disponible dans les 24 heures suivantes. Nous vous conseillons de la tester à l'avenir pour vous assurer qu'elle fonctionne correctement.

Pour vous assurer que tout se passe en ordre, nous vous invite à vérifier régulièrement notre FAQ en ligne et à contacter notre service d'assistance en cas de problèmes.

Cliquez ici pour vérifier/confirmer les informations concernant vos accès VPN.",1,ai_phishing_2026,fr,reciprocite,objet mise jour accès vpn bonjour karim réponse préoccupations concernant sécurité environnements simulation sécurité effectué mesures sécurité supplémentaires garantir confidentialité sécurité données mi place restriction accès vpn afin assurer activités infiltrées devrez alors utiliser adresse différente accéder réseau virtuel nouvelle adresse disponible heures suivantes conseillons tester avenir assurer fonctionne correctement assurer tout passe ordre invite vérifier régulièrement faq ligne contacter service assistance ca problèmes cliquez ici vérifier confirmer information concernant accès vpn
"Dear jose@monkey.org,   Your mailbox jose@monkey.org lost connection to the monkey.org mail server. Incoming (inbox) emails are not delivered to your mailbox properly. Kndly use the button below to fix connection error to avoid loss of important emails.    FIX CONNECTION ERROR      Apologies for the inconveniece.Source:Mail Team monkey.org Regards.Email Account Server {C} 2022 monkey.org",1,nazario_real_phishing,en,,dear mailbox lost connection mail server incoming inbox email delivered mailbox properly kndly use button fix connection error avoid loss important email fix connection error apology inconveniece source mail team regard email account server
"daren ,
fyi . orig . was 14 , 474 ; rev . 14 , 000 . i did not change anything .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 27 / 2000 03 : 05
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
06 / 26 / 2000 04 : 24 pm
to : robert cotten / hou / ect @ ect
cc :
subject : july , 2000 nominations
bob ,
see the attached july nomination for the sanchez production .
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 06 / 26 / 2000
04 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
ed birdwell on 06 / 26 / 2000 04 : 18 : 41 pm
to : vtaylor 2 @ enron . com
cc :
subject : july , 2000 nominations
for the month of july , 2000 sanchez oil & gas is nominating the
following .
hpl meter 9760 , harris county , texas 14 , 000 mmbtu / day
hpl meter 9822 , harris county , texas 0 mmbtu / day
the well behind meter 9822 ( worthen ) will need work in the future before
we can produce .
if any questions please call .",0,enron_ham,en,,daren fyi orig rev change anything bob forwarded robert cotten vance taylor robert cotten subject july nomination bob see attached july nomination sanchez production vlt forwarded vance taylor birdwell vtaylor subject july nomination month july sanchez oil gas nominating following hpl meter harris county texas mmbtu day hpl meter harris county texas mmbtu day well behind meter worthen need work future produce question please call
"Server Message  	     	                Dear jose@monkey.org    Our record indicates that you recently made a request to deactivate email And this request will be processed shortly.    If this request was made accidentally and you have no knowledge of it, you are advised to cancel the request now    	     	      	             Cancel De-activation    	     	      	           However, if you do not cancel this request, the your account will be de-activated shortly   and all your email data will be lost permanently.   Regards.  Email Administrator    	     	      	            	     	           This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered.   This email is meant for: jose@monkey.org  	     	      	     	     	   	                                              Server Message        Dear jose@monkey.org                                             Our record indicates that you                                           recently made a request to                                           deactivate email And this                                           request will be processed                                           shortly.                                            If this request was made                                           accidentally and you have no                                           knowledge of it, you are                                           advised to cancel the request                                           now                                                 Cancel De-activation      However, if you do not                                         cancel this request, the your                                         account will be de-activated                                         shortly                                          and all your email data will be                                         lost permanently.   Regards. Email Administrator                                              This message is auto-generated                                         from E-mail security server, and                                         replies sent to this email can                                         not be delivered.                                          This email is meant for: jose@monkey.org",1,nazario_real_phishing,en,,server message dear record indicates recently made request deactivate email request processed shortly request made accidentally knowledge advised cancel request cancel activation however cancel request account activated shortly email data lost permanently regard email administrator message auto generated mail security server reply sent email delivered email meant server message dear record indicates recently made request deactivate email request processed shortly request made accidentally knowledge advised cancel request cancel activation however cancel request account activated shortly email data lost permanently regard email administrator message auto generated mail security server reply sent email delivered email meant
"OBJET : Validation de virements fournisseurs

Amine Tazi,
Comptable senior,

Objet : Vérification et validation de virements fournisseurs

Cher Comptable Tazi,

Je vous écris pour vous informer que nous avons mis en place le système de validation et de gestion des virements fournisseurs conformément aux exigences de l'Autorité et à l'encadrement de l'exercice académique qui nous entoure. Nous avons effectué une série de vérifications et de tests pour garantir la sécurité et l'intégrité des processus de virement des fonds.

Nous avons identifié les ressources nécessaires pour la validation des virements fournisseurs et nous avons mis en place un processus automatisé pour la vérification des informations fournies par les fournisseurs. Nous avons également mis en œuvre des mesures de sécurité supplémentaires pour empêcher tout accès non autorisé à ces informations.

En attendant que vous ayez finalisé votre travail sur la validation, nous vous invitons à vous engager dans le processus de vérification de ces virements fournisseurs afin de garantir la conformité avec les exigences de l'Autorité. Nous sommes ouverts à toutes les questions ou préoccupations que vous pourriez avoir et vous encourageons à nous contacter pour nous fournir plus d'informations.

Cliquez ici pour vérifier/confirmer.

Cordialement,
[Votre Nom]
[Groupe de direction]",1,ai_phishing_2026,fr,autorite,objet validation virements fournisseurs amine tazi comptable senior objet vérification validation virements fournisseurs cher comptable tazi écris informer mi place système validation gestion virements fournisseurs conformément exigences autorité encadrement exercice académique entoure effectué série vérifications test garantir sécurité intégrité processus virement fonds identifié ressources nécessaires validation virements fournisseurs mi place processus automatisé vérification information fournies fournisseurs également mi uvre mesures sécurité supplémentaires empêcher tout accès non autorisé information attendant finalisé travail validation invitons engager processus vérification virements fournisseurs afin garantir conformité exigences autorité ouverts toutes question préoccupations pourriez avoir encourageons contacter fournir plus information cliquez ici vérifier confirmer cordialement nom groupe direction
"Dear, We emailed you to let you know, We have sent you an attachment about your account informations. We found some issue on your account activity. *What's the problems?* Your account will be Iimited for more than 15 days. (Your case ID for this reason is CASE-ID SLKFS9F7SD9) *How to resolve this?* Please read our attachment carefully to let you know your account's issue, We will guide you through problem your account. Thank you for your understanding and cooperation. Sincerely, 𝑷𝒂𝒚𝑷𝒂𝑰 Dear,We emailed you to let you know, We have sent you an attachment about your account informations. We found some issue on your account activity.What's the problems?Your account will be Iimited for more than 15 days. (Your case ID for this reason is CASE-ID SLKFS9F7SD9)How to resolve this?Please read our attachment carefully to let you know your account's issue, We will guide you through problem your account.Thank you for your understanding and cooperation. Sincerely,𝑷𝒂𝒚𝑷𝒂𝑰",1,nazario_real_phishing,en,,dear emailed let know sent attachment account information found issue account activity problem account iimited day case reason case slkfs resolve please read attachment carefully let know account issue guide problem account thank understanding cooperation sincerely dear emailed let know sent attachment account information found issue account activity problem account iimited day case reason case slkfs resolve please read attachment carefully let know account issue guide problem account thank understanding cooperation sincerely
"Objet: Réunion de comité de direction pour l'organisation de test d'ingénierie sociale

Corps:

Cher Nadia El Fassi,

J'espère que vous trouverez bien. Je vous écris aujourd'hui pour vous informer que le comité de direction a pris une décision importante concernant l'organisation du prochain test d'ingénierie sociale autorisé dans notre environnement de lab isolé. Après une réflexion approfondie et une analyse minutieuse des besoins pour assurer la sécurité et la qualité du service, nous avons décidé d'accueillir le comité de direction dans notre laboratoire afin de mettre en œuvre les mesures nécessaires pour réaliser ce test de manière sécurisée et efficace.

Nous sommes ravis de l'opportunité de vous accueillir dans notre environnement et nous sommes convaincus que votre présence nous apportera un immense avantage. Nous nous engageons à vous offrir une expérience de travail confortable et sécurisée, ainsi qu'à vous fournir tous les renseignements et documents nécessaires pour la réalisation du test.

Je vous invite à consulter plus d'informations sur le site internet de notre organisation, où vous trouverez toutes les informations nécessaires pour réserver votre place et pour vous familiariser avec notre environnement de lab. Vous pouvez également contacter notre équipe de direction pour toute demande supplémentaire.

Nous sommes impatients de voir votre présence et de pouvoir vous accueillir dans notre environnement de lab. Nous vous remercierons pour votre engagement et votre soutien.

Cliquez ici pour vérifier/confirmer.

Cordialement,

[Votre nom]",1,ai_phishing_2026,fr,reciprocite,objet réunion comité direction organisation test ingénierie sociale corp cher nadia fassi espère trouverez bien écris aujourd hui informer comité direction pris décision importante concernant organisation prochain test ingénierie sociale autorisé environnement lab isolé après réflexion approfondie analyse minutieuse besoins assurer sécurité qualité service décidé accueillir comité direction laboratoire afin mettre uvre mesures nécessaires réaliser test manière sécurisée efficace ravis opportunité accueillir environnement convaincus présence apportera immense avantage engageons offrir expérience travail confortable sécurisée ainsi fournir tous renseignements document nécessaires réalisation test invite consulter plus information site internet organisation trouverez toutes information nécessaires réserver place familiariser environnement lab pouvez également contacter équipe direction toute demande supplémentaire impatients voir présence pouvoir accueillir environnement lab remercierons engagement soutien cliquez ici vérifier confirmer cordialement nom
"Dear Customer,

You are requested to refer to the updated user guides.
It is recommended for security reasons. To get started,

Download attached file to proceed

This instruction has been sent to all our customers and it's obligatory to follow.
Thank you for choosing American Express
",1,nazario_real_phishing,en,,dear customer requested refer updated user guide recommended security reason get started download attached file proceed instruction sent customer obligatory follow thank choosing american express
Your two (2) outgoing mails have been placed on hold due to the recent upgrade in our database.   You are required to immediately validate and re-set your Email account space on our database:           Kindly click Only Here to  update your Outlook  Email Account.        We apologize for any inconvenience and do appreciate your corporation  an understanding.           OWA Helpdesk ISQ2015 Outlook Web App Team.,1,nazario_real_phishing,en,,two outgoing mail placed hold due recent upgrade database required immediately validate set email account space database kindly click update outlook email account apologize inconvenience appreciate corporation understanding owa helpdesk isq outlook web app team
"Hello &email&! Recently we received some notifications regarding your email account &email& which might be due to recent changes made in your email or irregular login attempts on your account.  We require you to add your email: &email& to our secured database in order to ensure high end distribution of full account safety for present and future means.  To complete the process, please click on the button to verify your email address.  Proceed with Verification    If a verification response is not received in the next 48 hours it may create more vulnerability to your email threats and ability to access your Email account would be restricted permanently from our database.  Email Administrator Inc.   Email Security Administrator Inc. All Rights Reserved © 2016  Avviso Questa casella di posta elettronica è riservata esclusivamente all'invio ed alla ricezione di messaggi aziendali inerenti all'attività lavorativa, quindi non è previsto ne' autorizzato il suo utilizzo per fini personali. I messaggi in uscita e in entrata sono soggetti alla ordinaria gestione prescritta nel disciplinare adottato dall'azienda, il quale prevede la lettura da parte di persone  diverse dall'intestatario nominale della casella.  Warning       The mail box you are addressing to is exclusively reserved to company's business mail messages. Personal use is not foreseen nor authorized.    Incoming and outcoming mail messages are subject to our company's internal code of practice, which allows readers besides  the intended recipients. GieMme Stile SpA -Via del Torrione, 16 - 36060 Romano d'Ezzelino (Vicenza) Italy Ph. +39 0424 83 26 00 - Fax +39 0424 83 26 66 - http://www.francescomolon.com - email: info@francescomolon.com  Cap.Soc.Euro 4.000.000,00 i.v. - Iscr.Reg.Imprese VI 02033690245 - Iscr. R.E.A. n.201388  Cod.Fisc. e P.IVA 02033690245 - Iden CEE02033690245 Hello &email&!Recently we received some notifications regarding your email account &email& which might be due to recent changes made in your email or irregular login attempts on your account. We require you to add your email: &email& to our secured database in order to ensure high end distribution of full account safety for present and future means. To complete the process, please click on the button to verify your email address. Proceed with Verification   If a verification response is not received in the next 48 hours it may create more vulnerability to your email threats and ability to access your Email account would be restricted permanently from our database. Email Administrator Inc. Email Security Administrator Inc. All Rights Reserved © 2016    Avviso Questa casella di posta elettronica è riservata esclusivamente all'invio ed alla ricezione di messaggi aziendali inerenti all'attività lavorativa, quindi non è previsto ne' autorizzato il suo utilizzo per fini personali. I messaggi in uscita e in entrata sono soggetti alla ordinaria gestione prescritta nel disciplinare adottato dall'azienda, il quale prevede la lettura da parte di persone  diverse dall'intestatario nominale della casella.  Warning       The mail box you are addressing to is exclusively reserved to company's business mail messages. Personal use is not foreseen nor authorized.    Incoming and outcoming mail messages are subject to our company's internal code of practice, which allows readers besides  the intended recipients. GieMme Stile SpA -Via del Torrione, 16 - 36060 Romano d'Ezzelino (Vicenza) Italy Ph. +39 0424 83 26 00 - Fax +39 0424 83 26 66 - http://www.francescomolon.com - email: info@francescomolon.com  Cap.Soc.Euro 4.000.000,00 i.v. - Iscr.Reg.Imprese VI 02033690245 - Iscr. R.E.A. n.201388  Cod.Fisc. e P.IVA 02033690245 - Iden CEE02033690245",1,nazario_real_phishing,en,,hello email recently received notification regarding email account email might due recent change made email irregular login attempt account require add email email secured database order ensure high end distribution full account safety present future mean complete process please click button verify email address proceed verification verification response received next hour may create vulnerability email threat ability access email account would restricted permanently database email administrator inc email security administrator inc right reserved avviso questa casella posta elettronica riservata esclusivamente invio alla ricezione messaggi aziendali inerenti attività lavorativa quindi non previsto autorizzato suo utilizzo per fini personali messaggi uscita entrata sono soggetti alla ordinaria gestione prescritta nel disciplinare adottato dall azienda quale prevede lettura parte persone diverse dall intestatario nominale della casella warning mail box addressing exclusively reserved company business mail message personal use foreseen authorized incoming outcoming mail message subject company internal code practice allows reader besides intended recipient giemme stile spa via del torrione romano ezzelino vicenza italy fax email info cap soc euro iscr reg imprese iscr cod fisc iva iden cee hello email recently received notification regarding email account email might due recent change made email irregular login attempt account require add email email secured database order ensure high end distribution full account safety present future mean complete process please click button verify email address proceed verification verification response received next hour may create vulnerability email threat ability access email account would restricted permanently database email administrator inc email security administrator inc right reserved avviso questa casella posta elettronica riservata esclusivamente invio alla ricezione messaggi aziendali inerenti attività lavorativa quindi non previsto autorizzato suo utilizzo per fini personali messaggi uscita entrata sono soggetti alla ordinaria gestione prescritta nel disciplinare adottato dall azienda quale prevede lettura parte persone diverse dall intestatario nominale della casella warning mail box addressing exclusively reserved company business mail message personal use foreseen authorized incoming outcoming mail message subject company internal code practice allows reader besides intended recipient giemme stile spa via del torrione romano ezzelino vicenza italy fax email info cap soc euro iscr reg imprese iscr cod fisc iva iden cee
"valeria :
3 : 30 pm tomorrow the 9 th will be fine . we will have to change the schedule
a little bit , but i believe it will work .
kevin kindall 3 : 30 pm
grant masson 4 : 00 pm
tanya tamarchenko 4 : 30 pm
vince kaminski 5 : 00 pm
same scenario - upon arrival in the lobby go to the security desk and ask
for me . i will meet you in the lobby of the 19 th floor .
thanks so much for your flexibility !
shirley crenshaw
valeria . i . stone @ exxon . sprint . com on 09 / 07 / 2000 08 : 56 : 24 am
to : shirley . crenshaw @ enron . com
cc :
subject : re : informal exploratory interview with enron research group
date : september 7 , 2000
from : stone , v . i . ( valeria ) vistone - americas
to : ext - shirley . crenshaw ( a ) enron . co shirlecl - fpexmail
subject : re : informal exploratory interview with enron research group
sure , tomorrow is fine with me . is it possible to schedule it at 3 : 30 pm ?
and i am sure it is not an easy task to fit the schedule of several people to
be available at the same time window . so please feel free to let me know if
you will need to do another time adjustment .
- - - - - original message - - - - -
from : ext - shirley . crenshaw ( a ) enron . co
sent : thursday , september 07 , 2000 9 : 47 am
to : stone , v . i . ( valeria )
subject : re : informal exploratory interview with enron research group
valeria :
please do not think we are always this unorganized , but things just seem
to be happening right now and it is disrupting everyone ' s schedule .
would you possibly be able to come tomorrow the 8 th ? kevin kindall
will not be here on the 15 th and he would definately like to interview you .
then vince kaminski will be gone for two weeks after the 15 th . it seems
like tomorrow might be the best time for everyone , if it is for you .
we can begin the interviews at 3 : 00 pm and probably end them at 5 : 00
or 5 : 30 pm .
please let me know .
thanks so much for your understanding .
[ stone , v . i . ( valeria ) ] :
regards ,
shirley crenshaw
valeria . i . stone @ exxon . sprint . com on 09 / 07 / 2000 07 : 46 : 13 am
to : shirley . crenshaw @ enron . com
cc :
subject : re : informal exploratory interview with enron research group
date : september 7 , 2000
from : stone , v . i . ( valeria ) vistone -
americas
to : ext - shirley . crenshaw ( a ) enron . co shirlecl -
fpexmail
subject : re : informal exploratory interview with enron research group
[ stone , v . i . ( valeria ) ] 0
definitely - any of these days sound good to me . the only concern that i
have , is that i have my graduate class on thursday night at 6 pm which is
september the 14 th .
so if you will schedule the interview on the 14 th of september , i would
need
to leave around 5 : 15 pm so i could attend my class .
it actually might be more convenient for me to meet with the interviewers
on
the 15 th of september . if this day does not fit the schedule of any of the
interested in interviewing individuals , i surely will be able to meet with
them on the 14 th .
i will be looking forward to your reply .
sincerely ,
valeria stone
- - - - - original message - - - - -
from : ext - shirley . crenshaw ( a ) enron . co
sent : wednesday , september 06 , 2000 4 : 32 pm
to : stone , v . i . ( valeria )
subject : re : informal exploratory interview with enron research group
valeria :
would you be able to do the interview on the 14 th or 15 th instead of the
13 th ? vince kaminski , who would really like to interview you , has been
called out of town on the 13 th . he will be back on the 14 th .
also grant masson is conducting an options seminar on the 13 th and
would not be able to interview you until after 5 : 00 pm .
please let me know if we can just push the interview to the same time
frame only on the 14 th or 15 th .
thanks !
shirley crenshaw
713 - 853 - 5290",0,enron_ham,en,,valeria tomorrow fine change schedule little bit believe work kevin kindall grant masson tanya tamarchenko scenario upon arrival lobby security desk ask meet lobby floor thanks much flexibility shirley crenshaw valeria stone exxon sprint shirley crenshaw subject informal exploratory interview research group date september stone valeria vistone america ext shirley crenshaw shirlecl fpexmail subject informal exploratory interview research group sure tomorrow fine possible schedule sure easy task fit schedule several people available time window please feel free let know need another time adjustment original message ext shirley crenshaw sent thursday september stone valeria subject informal exploratory interview research group valeria please think always unorganized thing seem happening right disrupting everyone schedule would possibly able come tomorrow kevin kindall would definately like interview gone two week seems like tomorrow might best time everyone begin interview probably end please let know thanks much understanding stone valeria regard shirley crenshaw valeria stone exxon sprint shirley crenshaw subject informal exploratory interview research group date september stone valeria vistone america ext shirley crenshaw shirlecl fpexmail subject informal exploratory interview research group stone valeria definitely day sound good concern graduate class thursday night september schedule interview september would need leave around could attend class actually might convenient meet interviewer september day fit schedule interested interviewing individual surely able meet looking forward reply sincerely valeria stone original message ext shirley crenshaw sent wednesday september stone valeria subject informal exploratory interview research group valeria would able interview instead would really like interview called town back also grant masson conducting option seminar would able interview please let know push interview time frame thanks shirley crenshaw
"dear friend ,
greetings to you and your family ! this mail might come to you as a
surprise and the temptation to ignore it as unserious could come into
your mind ; but please consider it a divine wish and accept it with a
deep sense of humility . my name is jose a . martinez . i am a 64 years
old
man , i am
cuban currently residing in dubai ( united arab emirate ) . i was formerly
living in cuba and served under castro ` s government but had to run into
self exile after the ruling government of fidel castro closed in on my
family on accusations of anti - government statements , i was once married
with two children but my family could not escape before the deadly
hands of castro ` s goons fell on them .
l did made a lot of money serving castro and on getting to uae , i have
been a merchant here in dubai dealing in rnamentals , oriental carpets
and artifacts and life was very smooth for me until about three ( 3 )
years ago when i was first diagnosed of cancer of the larynx . before is
happened my business and concern for making money was all i lived for ,
i never really cared about other values in life . but since the loss of
my family and hometown , i have found a new desire to assist helpless
families . i have been helping orphans in orphanage / motherless homes .
i have once donated some money to orphans in war ravaged eritrea ,
somalia , sudan and some east european countries . before i became ill , i
kept $ 4 . 5 million ( four million five hundred thousand us dollars ) in a
long - term deposit vault in a bank in europe and i didn ` t state any
next
of kin when the money was deposited and if i died without stating any
the money will automatically go into the coffers of the bank and i
don ` t
want this to happen . i have left the hospital and presently receiving
treatment in an acupuncture clinic , i have been undergoing treatment
for
oesophageal cancer at the hospital . i have since lost my ability to
talk and my doctors have told me that i have only a few months to live .
it is my last wish to see this money distributed to charity
organizations .
because relatives and friends have plundered so much of my wealth since
my illness , i cannot live with the agony of entrusting this huge
responsibility
to any of them . please , i beg you in the name of god to help me collect
the deposit and distribute it amongst charity organizations . use your
judgement to distribute the money and feel free to reimburse yourself
when you have the money for any cost you incur during the process of
collecting and distributing the money to charity organizations . i am
going to send you vital documents to back my claims and i am willing to
offer you a reward if you are willing to help , please reply as soon as
you can to this email address
looking forward to hearing from you soonest .
regards ,
jose . a martinez
mail sent from webmail service at php - nuke powered site
- http : / / yoursite . com
",0,enron_ham,en,,dear friend greeting family mail might come surprise temptation ignore unserious could come mind please consider divine wish accept deep sense humility name martinez year old man cuban currently residing dubai united arab emirate formerly living cuba served castro government run self exile ruling government fidel castro closed family accusation anti government statement married two child family could escape deadly hand castro goon fell made lot money serving castro getting uae merchant dubai dealing rnamentals oriental carpet artifact life smooth three year ago first diagnosed cancer larynx happened business concern making money lived never really cared value life since loss family hometown found new desire assist helpless family helping orphan orphanage motherless home donated money orphan war ravaged eritrea somalia sudan east european country became ill kept million four million five hundred thousand dollar long term deposit vault bank europe state next kin money deposited died without stating money automatically coffer bank want happen left hospital presently receiving treatment acupuncture clinic undergoing treatment oesophageal cancer hospital since lost ability talk doctor told month live last wish see money distributed charity organization relative friend plundered much wealth since illness live agony entrusting huge responsibility please beg name god help collect deposit distribute amongst charity organization use judgement distribute money feel free reimburse money cost incur process collecting distributing money charity organization going send vital document back claim willing offer reward willing help please reply soon email address looking forward hearing soonest regard martinez mail sent webmail service php nuke powered site http yoursite
